OrderID,Date,Product,Category,Region,Country,City,Store,Quantity,UnitPrice,TotalRevenue,PaymentMethod,CustomerSegment
201,2024-10-08,AirPods Pro,Accessories,North America,USA,Chicago,Apple Champs-Élysées,1,238.76,238.76,Credit Card,Consumer
202,2024-06-27,AirPods 3rd Gen,Accessories,South America,Mexico,Guadalajara,Apple Ginza,1,182.33,182.33,Debit Card,Consumer
203,2024-11-01,AirPods Pro,Accessories,North America,USA,Chicago,Apple Union Square,1,249.8,249.8,Bank Transfer,Education
204,2024-12-01,iPhone 15,Smartphone,Europe,Italy,Florence,Apple Orchard Road,5,766.55,3832.76,Bank Transfer,Education
205,2024-12-23,"MacBook Pro 14""",Computers,Europe,UK,Edinburgh,Apple Dubai Mall,4,2035.63,8142.53,Debit Card,Premium
206,2024-05-24,Apple Watch Series 9,Wearables,North America,Canada,Montreal,Apple Orchard Road,2,415.71,831.41,Credit Card,Enterprise
207,2024-10-13,AirPods 3rd Gen,Accessories,Middle East,Saudi Arabia,Riyadh,Apple Sydney,1,181.83,181.83,Debit Card,Education
208,2024-03-03,iPad Mini,Tablets,North America,USA,New York,Apple Sydney,1,488.46,488.46,Apple Pay,Education
209,2024-04-07,AirPods Pro,Accessories,South America,Mexico,Mexico City,Apple Champs-Élysées,4,258.41,1033.64,Apple Pay,Consumer
210,2024-11-26,iPhone 15 Pro,Smartphone,North America,USA,New York,Apple Pacific Centre,2,1005.34,2010.68,Apple Pay,Education
211,2024-04-02,iPad Mini,Tablets,North America,USA,New York,Apple Michigan Avenue,1,477.7,477.7,Apple Pay,Education
212,2024-04-19,AirPods 3rd Gen,Accessories,Europe,Germany,Munich,Apple Sydney,1,185.5,185.5,Debit Card,Premium
213,2024-04-26,AirPods Pro,Accessories,Europe,UK,London,Apple Union Square,1,242.68,242.68,PayPal,Enterprise
214,2024-02-12,iPad Pro,Tablets,Europe,Italy,Florence,Apple Eaton Centre,1,1065.57,1065.57,Bank Transfer,Education
215,2024-10-07,"MacBook Pro 16""",Computers,Asia,South Korea,Seoul,Apple Regent Street,4,2461.92,9847.68,Debit Card,Premium
216,2024-02-21,AirPods 3rd Gen,Accessories,Asia,Singapore,Singapore,Apple Pacific Centre,1,175.62,175.62,PayPal,Premium
217,2024-05-25,iPhone 15,Smartphone,North America,USA,San Francisco,Apple IFC Mall,1,773.52,773.52,PayPal,Premium
218,2024-02-08,AirPods Pro,Accessories,North America,Canada,Toronto,Apple IFC Mall,4,247.12,988.48,Credit Card,Education
219,2024-06-21,Apple Watch Series 9,Wearables,Asia,Singapore,Singapore,Apple Dubai Mall,2,399.61,799.21,PayPal,Consumer
220,2024-01-26,iPad Mini,Tablets,Europe,Germany,Berlin,Apple IFC Mall,4,491.69,1966.74,Debit Card,Enterprise
221,2024-10-19,"MacBook Pro 16""",Computers,Europe,France,Marseille,Apple IFC Mall,3,2565.64,7696.91,Debit Card,Consumer
222,2024-08-29,"MacBook Pro 14""",Computers,North America,USA,San Francisco,Apple Union Square,1,2006.07,2006.07,Bank Transfer,Enterprise
223,2024-06-08,Apple Watch Ultra,Wearables,Europe,UK,Manchester,Apple Sydney,1,837.97,837.97,Apple Pay,Enterprise
224,2024-03-25,iPhone 15,Smartphone,Asia,Japan,Osaka,Apple Dubai Mall,2,760.31,1520.63,PayPal,Premium
225,2024-01-19,"MacBook Pro 16""",Computers,Europe,Germany,Hamburg,Apple Regent Street,1,2597.51,2597.51,Apple Pay,Consumer
226,2024-05-15,iPhone 15 Pro,Smartphone,Asia,China,Hong Kong,Apple Regent Street,1,1032.15,1032.15,PayPal,Consumer
227,2024-01-27,"MacBook Pro 14""",Computers,Europe,France,Lyon,Apple Pacific Centre,1,1965.62,1965.62,Debit Card,Enterprise
228,2024-06-20,iPhone 15,Smartphone,North America,USA,Los Angeles,Apple Dubai Mall,1,763.86,763.86,PayPal,Premium
229,2024-02-05,"MacBook Pro 14""",Computers,Middle East,UAE,Dubai,Apple Sydney,1,1980.9,1980.9,Credit Card,Enterprise
230,2024-01-12,iPhone 15 Pro,Smartphone,South America,Mexico,Guadalajara,Apple Michigan Avenue,4,972.49,3889.96,PayPal,Enterprise
231,2024-04-13,MacBook Air,Computers,Middle East,Saudi Arabia,Jeddah,Apple Orchard Road,1,1136.59,1136.59,Bank Transfer,Education
232,2024-08-18,iPhone 15 Pro,Smartphone,Middle East,Saudi Arabia,Jeddah,Apple Champs-Élysées,1,955.35,955.35,PayPal,Consumer
233,2024-05-30,iPhone 15,Smartphone,Middle East,Saudi Arabia,Riyadh,Apple Ginza,1,778.15,778.15,Credit Card,Enterprise
234,2024-11-18,"MacBook Pro 16""",Computers,Europe,Italy,Rome,Apple Dubai Mall,1,2570.54,2570.54,PayPal,Consumer
235,2024-08-31,Apple Watch Series 9,Wearables,South America,Brazil,São Paulo,Apple IFC Mall,1,404.11,404.11,Debit Card,Premium
236,2024-05-13,iPhone 14,Smartphone,South America,Mexico,Mexico City,Apple Ginza,1,674.8,674.8,Apple Pay,Premium
237,2024-07-24,"MacBook Pro 16""",Computers,Europe,Germany,Berlin,Apple Union Square,1,2589.47,2589.47,PayPal,Enterprise
238,2024-09-26,iPhone 15 Pro,Smartphone,Middle East,Saudi Arabia,Riyadh,Apple Michigan Avenue,1,963.67,963.67,Bank Transfer,Premium
239,2024-01-25,AirPods Max,Accessories,South America,Brazil,Rio de Janeiro,Apple Pacific Centre,5,545.29,2726.47,Bank Transfer,Enterprise
240,2024-11-29,"MacBook Pro 16""",Computers,Europe,Spain,Valencia,Apple Champs-Élysées,1,2378.47,2378.47,Debit Card,Education
241,2024-05-30,iPhone 14,Smartphone,Asia,Singapore,Singapore,Apple Michigan Avenue,1,678.85,678.85,Apple Pay,Premium
242,2024-09-09,AirPods Max,Accessories,North America,USA,Chicago,Apple Sydney,1,528.21,528.21,Apple Pay,Enterprise
243,2024-03-20,Apple Watch SE,Wearables,North America,Canada,Montreal,Apple Orchard Road,3,251.87,755.61,PayPal,Consumer
244,2024-11-03,"MacBook Pro 16""",Computers,South America,Mexico,Mexico City,Apple Union Square,1,2595.61,2595.61,Bank Transfer,Enterprise
245,2024-01-07,Apple Watch Ultra,Wearables,South America,Mexico,Guadalajara,Apple Dubai Mall,2,820.52,1641.03,Debit Card,Premium
246,2024-08-06,"MacBook Pro 14""",Computers,Middle East,Saudi Arabia,Riyadh,Apple IFC Mall,1,2022.78,2022.78,Bank Transfer,Consumer
247,2024-08-29,AirPods Pro,Accessories,Middle East,UAE,Abu Dhabi,Apple Ginza,5,248.7,1243.49,Apple Pay,Consumer
248,2024-07-06,Apple Watch Ultra,Wearables,Middle East,Saudi Arabia,Jeddah,Apple Dubai Mall,1,769.21,769.21,Debit Card,Education
249,2024-04-21,Apple Watch SE,Wearables,Europe,France,Paris,Apple Regent Street,3,246.32,738.96,Debit Card,Consumer
250,2024-04-22,iPad Mini,Tablets,North America,Canada,Toronto,Apple Sydney,2,495.89,991.77,Bank Transfer,Consumer
251,2024-01-10,iPhone 15,Smartphone,Europe,Italy,Milan,Apple Pacific Centre,2,811.73,1623.46,Apple Pay,Premium
252,2024-07-18,iPhone 15 Pro,Smartphone,North America,Canada,Montreal,Apple Orchard Road,3,959.61,2878.83,PayPal,Consumer
253,2024-03-27,"MacBook Pro 14""",Computers,Middle East,Saudi Arabia,Riyadh,Apple Dubai Mall,2,1913.46,3826.92,Apple Pay,Education
254,2024-01-17,"MacBook Pro 14""",Computers,South America,Brazil,Rio de Janeiro,Apple IFC Mall,1,2097.27,2097.27,PayPal,Enterprise
255,2024-07-29,iPad Pro,Tablets,Asia,Australia,Sydney,Apple Eaton Centre,1,1104.45,1104.45,Debit Card,Premium
256,2024-04-20,Apple Watch SE,Wearables,North America,USA,New York,Apple Sydney,1,241.67,241.67,Credit Card,Education
257,2024-11-19,AirPods 3rd Gen,Accessories,North America,USA,New York,Apple IFC Mall,1,186.09,186.09,Debit Card,Consumer
258,2024-06-12,Apple Watch SE,Wearables,Asia,Japan,Osaka,Apple Ginza,4,249.52,998.07,PayPal,Premium
259,2024-01-11,Apple Watch Series 9,Wearables,North America,Canada,Vancouver,Apple Dubai Mall,1,394.05,394.05,PayPal,Premium
260,2024-04-23,MacBook Air,Computers,South America,Mexico,Guadalajara,Apple Ginza,2,1098.57,2197.13,Credit Card,Education
261,2024-05-01,AirPods 3rd Gen,Accessories,North America,Canada,Toronto,Apple Union Square,2,174.01,348.01,PayPal,Education
262,2024-07-21,MacBook Air,Computers,Asia,China,Shanghai,Apple Pacific Centre,1,1062.16,1062.16,Bank Transfer,Consumer
263,2024-10-09,iPhone 15,Smartphone,Asia,Australia,Sydney,Apple Champs-Élysées,1,806.22,806.22,Apple Pay,Enterprise
264,2024-04-27,iPhone 14,Smartphone,Middle East,Saudi Arabia,Riyadh,Apple Pacific Centre,2,717.25,1434.5,Debit Card,Premium
265,2024-05-23,iPad Air,Tablets,North America,Canada,Toronto,Apple Michigan Avenue,5,574.99,2874.95,Debit Card,Premium
266,2024-01-10,"MacBook Pro 14""",Computers,Asia,South Korea,Busan,Apple Sydney,1,2006.74,2006.74,PayPal,Premium
267,2024-08-21,Apple Watch Series 9,Wearables,Europe,Italy,Milan,Apple Sydney,5,393.73,1968.65,Apple Pay,Education
268,2024-08-30,AirPods Max,Accessories,Asia,Singapore,Singapore,Apple IFC Mall,1,546.18,546.18,PayPal,Premium
269,2024-01-24,MacBook Air,Computers,Asia,Japan,Tokyo,Apple Champs-Élysées,1,1120.5,1120.5,Bank Transfer,Premium
270,2024-02-07,AirPods 3rd Gen,Accessories,South America,Mexico,Mexico City,Apple Regent Street,1,185.7,185.7,Bank Transfer,Premium
271,2024-01-03,iPad Air,Tablets,Middle East,Saudi Arabia,Jeddah,Apple Dubai Mall,2,572.21,1144.43,Debit Card,Premium
272,2024-03-22,iPhone 14,Smartphone,South America,Mexico,Mexico City,Apple Fifth Avenue,2,674.47,1348.93,Bank Transfer,Education
273,2024-01-30,Apple Watch Series 9,Wearables,Middle East,UAE,Abu Dhabi,Apple Michigan Avenue,1,384.93,384.93,Credit Card,Enterprise
274,2024-05-25,AirPods Max,Accessories,South America,Brazil,São Paulo,Apple Pacific Centre,2,576.36,1152.72,PayPal,Premium
275,2024-10-27,iPhone 15 Pro,Smartphone,North America,Canada,Montreal,Apple Eaton Centre,2,1048.06,2096.13,PayPal,Enterprise
276,2024-12-24,iPad Mini,Tablets,Europe,Spain,Madrid,Apple Regent Street,1,490.74,490.74,Bank Transfer,Enterprise
277,2024-04-22,AirPods 3rd Gen,Accessories,Middle East,Saudi Arabia,Riyadh,Apple Eaton Centre,1,186.89,186.89,Debit Card,Enterprise
278,2024-10-28,Apple Watch Series 9,Wearables,Asia,Singapore,Singapore,Apple Ginza,1,396.41,396.41,Bank Transfer,Education
279,2024-03-10,Apple Watch Series 9,Wearables,South America,Mexico,Mexico City,Apple Dubai Mall,1,396.48,396.48,Credit Card,Education
280,2024-11-21,iPad Mini,Tablets,South America,Mexico,Guadalajara,Apple Sydney,2,506.83,1013.66,PayPal,Consumer
281,2024-12-29,Apple Watch Series 9,Wearables,South America,Brazil,São Paulo,Apple Dubai Mall,4,389.01,1556.03,Debit Card,Consumer
282,2024-07-23,MacBook Air,Computers,South America,Brazil,São Paulo,Apple Regent Street,1,1050.94,1050.94,Debit Card,Enterprise
283,2024-01-21,"MacBook Pro 16""",Computers,Europe,UK,Edinburgh,Apple Dubai Mall,1,2433.22,2433.22,Apple Pay,Education
284,2024-05-22,iPad Pro,Tablets,Middle East,Saudi Arabia,Jeddah,Apple Pacific Centre,2,1112.67,2225.35,Bank Transfer,Premium
285,2024-01-21,iPhone 15,Smartphone,Middle East,UAE,Dubai,Apple IFC Mall,1,786.08,786.08,Apple Pay,Consumer
286,2024-12-06,Apple Watch SE,Wearables,North America,USA,New York,Apple Fifth Avenue,1,242.16,242.16,Debit Card,Consumer
287,2024-11-22,MacBook Air,Computers,North America,USA,Miami,Apple Union Square,1,1103.68,1103.68,Credit Card,Consumer
288,2024-04-07,MacBook Air,Computers,Europe,UK,Manchester,Apple Ginza,1,1117.04,1117.04,Credit Card,Premium
289,2024-11-25,iPhone 15,Smartphone,Asia,Singapore,Singapore,Apple Dubai Mall,1,764.03,764.03,PayPal,Enterprise
290,2024-05-17,iPhone 14,Smartphone,Asia,China,Hong Kong,Apple Ginza,1,687.13,687.13,PayPal,Premium
291,2024-05-22,iPad Air,Tablets,Middle East,UAE,Abu Dhabi,Apple Regent Street,3,583.35,1750.06,Credit Card,Education
292,2024-02-27,Apple Watch SE,Wearables,Europe,UK,Edinburgh,Apple Union Square,1,248.1,248.1,PayPal,Consumer
293,2024-02-11,"MacBook Pro 16""",Computers,Asia,Australia,Sydney,Apple Sydney,1,2397.39,2397.39,Bank Transfer,Enterprise
294,2024-09-23,iPad Air,Tablets,South America,Mexico,Guadalajara,Apple Orchard Road,1,614.42,614.42,Bank Transfer,Consumer
295,2024-03-12,iPad Pro,Tablets,North America,USA,Los Angeles,Apple IFC Mall,1,1105.35,1105.35,Debit Card,Enterprise
296,2024-12-01,iPhone 14,Smartphone,Middle East,UAE,Dubai,Apple Union Square,1,699.49,699.49,PayPal,Consumer
297,2024-01-08,"MacBook Pro 14""",Computers,South America,Mexico,Mexico City,Apple Ginza,1,2022.05,2022.05,Apple Pay,Education
298,2024-05-16,Apple Watch SE,Wearables,Asia,China,Hong Kong,Apple Dubai Mall,1,254.61,254.61,Debit Card,Education
299,2024-04-11,Apple Watch Series 9,Wearables,Asia,South Korea,Seoul,Apple Sydney,1,380.22,380.22,PayPal,Premium
300,2024-06-02,AirPods 3rd Gen,Accessories,Middle East,UAE,Dubai,Apple Pacific Centre,3,184.71,554.13,Debit Card,Premium
301,2024-07-29,Apple Watch SE,Wearables,South America,Brazil,São Paulo,Apple Union Square,3,247.99,743.96,Bank Transfer,Education
302,2024-08-13,MacBook Air,Computers,Asia,Australia,Melbourne,Apple IFC Mall,1,1056.46,1056.46,Debit Card,Premium
303,2024-06-11,"MacBook Pro 16""",Computers,Europe,UK,Edinburgh,Apple Union Square,2,2536.77,5073.54,Credit Card,Consumer
304,2024-04-17,Apple Watch Ultra,Wearables,Asia,South Korea,Seoul,Apple Regent Street,2,767.55,1535.09,Apple Pay,Education
305,2024-09-04,Apple Watch SE,Wearables,North America,Canada,Toronto,Apple Orchard Road,1,238.47,238.47,Apple Pay,Education
306,2024-10-29,MacBook Air,Computers,Middle East,UAE,Dubai,Apple Ginza,1,1127.49,1127.49,PayPal,Education
307,2024-02-08,iPad Mini,Tablets,Asia,Australia,Sydney,Apple Union Square,2,517.67,1035.35,Apple Pay,Enterprise
308,2024-03-31,iPhone 15,Smartphone,South America,Brazil,Rio de Janeiro,Apple Michigan Avenue,1,823.16,823.16,Apple Pay,Education
309,2024-10-07,iPad Air,Tablets,Europe,UK,Edinburgh,Apple Michigan Avenue,3,610.94,1832.82,PayPal,Education
310,2024-06-21,iPad Pro,Tablets,North America,USA,San Francisco,Apple Dubai Mall,1,1113.85,1113.85,PayPal,Premium
311,2024-04-29,MacBook Air,Computers,Middle East,UAE,Abu Dhabi,Apple Orchard Road,1,1049.12,1049.12,Credit Card,Education
312,2024-11-03,iPad Mini,Tablets,Asia,Singapore,Singapore,Apple Michigan Avenue,1,510.49,510.49,Credit Card,Education
313,2024-03-08,Apple Watch SE,Wearables,Europe,UK,London,Apple Champs-Élysées,3,241.16,723.49,Bank Transfer,Premium
314,2024-06-06,Apple Watch SE,Wearables,Asia,South Korea,Busan,Apple Union Square,1,252.95,252.95,PayPal,Consumer
315,2024-06-20,iPhone 15 Pro,Smartphone,Middle East,UAE,Dubai,Apple Sydney,2,1031.9,2063.79,Credit Card,Education
316,2024-10-27,iPad Pro,Tablets,South America,Mexico,Guadalajara,Apple Sydney,1,1062.16,1062.16,Bank Transfer,Enterprise
317,2024-02-07,"MacBook Pro 16""",Computers,North America,USA,Chicago,Apple Regent Street,2,2406.96,4813.92,PayPal,Premium
318,2024-03-16,AirPods Pro,Accessories,Asia,Australia,Melbourne,Apple Orchard Road,2,255.07,510.13,Credit Card,Education
319,2024-03-27,MacBook Air,Computers,North America,Canada,Toronto,Apple Pacific Centre,2,1143.77,2287.54,Apple Pay,Education
320,2024-12-27,iPhone 15 Pro,Smartphone,North America,USA,Miami,Apple Fifth Avenue,2,995.98,1991.95,Bank Transfer,Education
321,2024-11-07,iPhone 15 Pro,Smartphone,Middle East,UAE,Abu Dhabi,Apple Fifth Avenue,1,970.93,970.93,Apple Pay,Education
322,2024-12-18,Apple Watch Series 9,Wearables,Middle East,UAE,Dubai,Apple IFC Mall,1,416.23,416.23,Credit Card,Education
323,2024-02-06,iPhone 15 Pro,Smartphone,North America,USA,Miami,Apple Michigan Avenue,3,1006.47,3019.41,Bank Transfer,Education
324,2024-09-23,AirPods 3rd Gen,Accessories,Asia,South Korea,Seoul,Apple Fifth Avenue,1,183.11,183.11,Bank Transfer,Consumer
325,2024-04-18,Apple Watch SE,Wearables,Middle East,Saudi Arabia,Riyadh,Apple IFC Mall,5,257.0,1284.99,Credit Card,Enterprise
326,2024-06-22,iPad Pro,Tablets,Middle East,UAE,Dubai,Apple Fifth Avenue,2,1119.51,2239.01,Debit Card,Education
327,2024-06-09,AirPods Max,Accessories,South America,Mexico,Mexico City,Apple Michigan Avenue,1,551.72,551.72,Credit Card,Consumer
328,2024-11-27,Apple Watch Series 9,Wearables,Asia,China,Hong Kong,Apple Union Square,2,406.13,812.26,Debit Card,Enterprise
329,2024-11-26,AirPods Pro,Accessories,Europe,Germany,Hamburg,Apple Champs-Élysées,1,240.39,240.39,Apple Pay,Education
330,2024-06-03,"MacBook Pro 14""",Computers,Europe,Spain,Barcelona,Apple Michigan Avenue,1,1927.46,1927.46,Credit Card,Consumer
331,2024-09-24,iPhone 14,Smartphone,Asia,China,Hong Kong,Apple IFC Mall,4,720.53,2882.12,Credit Card,Enterprise
332,2024-10-20,Apple Watch SE,Wearables,Middle East,Saudi Arabia,Riyadh,Apple Union Square,1,238.48,238.48,Credit Card,Consumer
333,2024-05-01,AirPods 3rd Gen,Accessories,South America,Mexico,Guadalajara,Apple Michigan Avenue,1,180.42,180.42,Credit Card,Enterprise
334,2024-01-23,iPad Air,Tablets,Asia,Japan,Kyoto,Apple Sydney,1,592.59,592.59,Debit Card,Education
335,2024-06-04,"MacBook Pro 14""",Computers,South America,Brazil,Rio de Janeiro,Apple Fifth Avenue,1,1929.93,1929.93,Bank Transfer,Premium
336,2024-05-05,Apple Watch Ultra,Wearables,North America,USA,Miami,Apple Orchard Road,1,776.46,776.46,PayPal,Premium
337,2024-11-16,AirPods Max,Accessories,South America,Brazil,São Paulo,Apple Union Square,1,523.06,523.06,Apple Pay,Enterprise
338,2024-03-15,AirPods Pro,Accessories,South America,Mexico,Mexico City,Apple Champs-Élysées,4,246.86,987.45,Apple Pay,Premium
339,2024-09-18,Apple Watch Ultra,Wearables,Middle East,UAE,Dubai,Apple IFC Mall,4,768.33,3073.32,Debit Card,Education
340,2024-12-22,iPhone 14,Smartphone,South America,Mexico,Guadalajara,Apple Sydney,5,684.21,3421.05,PayPal,Consumer
341,2024-04-18,MacBook Air,Computers,South America,Brazil,São Paulo,Apple Sydney,1,1103.58,1103.58,Bank Transfer,Enterprise
342,2024-12-08,iPhone 14,Smartphone,Asia,Japan,Osaka,Apple Michigan Avenue,1,699.52,699.52,PayPal,Consumer
343,2024-10-26,Apple Watch Ultra,Wearables,South America,Brazil,São Paulo,Apple Pacific Centre,1,838.93,838.93,Bank Transfer,Enterprise
344,2024-12-19,Apple Watch Ultra,Wearables,South America,Brazil,São Paulo,Apple Fifth Avenue,2,783.06,1566.12,Credit Card,Education
345,2024-09-06,iPhone 14,Smartphone,Middle East,UAE,Dubai,Apple Orchard Road,1,697.29,697.29,PayPal,Premium
346,2024-05-26,AirPods Max,Accessories,Asia,Singapore,Singapore,Apple Union Square,2,550.83,1101.67,PayPal,Premium
347,2024-05-28,MacBook Air,Computers,Asia,Australia,Sydney,Apple Fifth Avenue,2,1095.35,2190.7,Debit Card,Education
348,2024-03-10,iPhone 15 Pro,Smartphone,Asia,South Korea,Busan,Apple Pacific Centre,1,1035.32,1035.32,Debit Card,Education
349,2024-04-11,Apple Watch Ultra,Wearables,North America,Canada,Montreal,Apple Eaton Centre,1,798.39,798.39,Debit Card,Consumer
350,2024-06-27,"MacBook Pro 14""",Computers,Asia,Japan,Kyoto,Apple Regent Street,3,1994.3,5982.9,Credit Card,Education
351,2024-04-25,AirPods Pro,Accessories,North America,USA,New York,Apple Fifth Avenue,3,238.11,714.32,Apple Pay,Enterprise
352,2024-11-20,AirPods Pro,Accessories,Middle East,UAE,Dubai,Apple Union Square,1,253.67,253.67,Apple Pay,Enterprise
353,2024-02-23,Apple Watch Series 9,Wearables,Europe,Spain,Barcelona,Apple Sydney,1,387.46,387.46,Credit Card,Premium
354,2024-10-29,iPhone 14,Smartphone,Asia,Japan,Osaka,Apple Fifth Avenue,1,664.21,664.21,Apple Pay,Consumer
355,2024-10-18,iPad Mini,Tablets,Middle East,UAE,Dubai,Apple Ginza,1,520.81,520.81,PayPal,Education
356,2024-07-19,AirPods Max,Accessories,North America,Canada,Montreal,Apple Union Square,1,543.46,543.46,Debit Card,Premium
357,2024-09-16,AirPods 3rd Gen,Accessories,Asia,South Korea,Busan,Apple Michigan Avenue,2,180.38,360.76,Debit Card,Consumer
358,2024-03-01,iPhone 14,Smartphone,Asia,Japan,Tokyo,Apple Dubai Mall,3,680.98,2042.95,PayPal,Premium
359,2024-01-13,iPad Air,Tablets,South America,Mexico,Mexico City,Apple Michigan Avenue,3,624.71,1874.13,Apple Pay,Premium
360,2024-08-08,iPad Pro,Tablets,Middle East,UAE,Dubai,Apple Fifth Avenue,2,1151.64,2303.28,Bank Transfer,Enterprise
361,2024-02-22,iPhone 14,Smartphone,North America,USA,New York,Apple Dubai Mall,1,695.46,695.46,Debit Card,Education
362,2024-02-23,"MacBook Pro 16""",Computers,South America,Mexico,Guadalajara,Apple Union Square,2,2579.6,5159.2,PayPal,Consumer
363,2024-02-28,iPad Pro,Tablets,Europe,Italy,Florence,Apple Union Square,1,1113.24,1113.24,Apple Pay,Consumer
364,2024-07-22,iPhone 15 Pro,Smartphone,North America,USA,New York,Apple IFC Mall,2,1020.48,2040.96,Credit Card,Enterprise
365,2024-03-28,iPhone 15,Smartphone,North America,Canada,Toronto,Apple Pacific Centre,2,784.32,1568.64,Apple Pay,Consumer
366,2024-03-05,Apple Watch Ultra,Wearables,Asia,China,Hong Kong,Apple Union Square,1,822.09,822.09,Apple Pay,Consumer
367,2024-03-23,iPhone 15 Pro,Smartphone,South America,Brazil,São Paulo,Apple Fifth Avenue,2,998.38,1996.76,Credit Card,Education
368,2024-08-04,iPad Air,Tablets,Europe,Spain,Madrid,Apple Eaton Centre,2,626.92,1253.83,PayPal,Enterprise
369,2024-09-29,"MacBook Pro 16""",Computers,North America,Canada,Toronto,Apple Ginza,1,2532.57,2532.57,Bank Transfer,Premium
370,2024-04-10,MacBook Air,Computers,South America,Mexico,Mexico City,Apple Michigan Avenue,1,1067.01,1067.01,Apple Pay,Education
371,2024-12-26,Apple Watch SE,Wearables,North America,USA,Los Angeles,Apple Ginza,3,257.72,773.17,Credit Card,Consumer
372,2024-06-14,Apple Watch Ultra,Wearables,North America,Canada,Toronto,Apple Dubai Mall,2,782.64,1565.29,PayPal,Premium
373,2024-01-03,Apple Watch SE,Wearables,South America,Mexico,Mexico City,Apple Pacific Centre,2,241.51,483.02,PayPal,Consumer
374,2024-09-08,Apple Watch Ultra,Wearables,Asia,Singapore,Singapore,Apple Sydney,3,821.53,2464.6,Bank Transfer,Education
375,2024-10-29,"MacBook Pro 14""",Computers,Europe,Spain,Madrid,Apple Champs-Élysées,1,1902.91,1902.91,PayPal,Premium
376,2024-05-17,iPhone 14,Smartphone,North America,USA,New York,Apple Pacific Centre,1,664.74,664.74,Apple Pay,Consumer
377,2024-08-15,Apple Watch Series 9,Wearables,South America,Mexico,Guadalajara,Apple Fifth Avenue,1,409.93,409.93,Credit Card,Education
378,2024-04-01,Apple Watch Series 9,Wearables,South America,Brazil,Rio de Janeiro,Apple Ginza,1,394.31,394.31,Credit Card,Premium
379,2024-05-13,iPad Pro,Tablets,Middle East,UAE,Dubai,Apple Dubai Mall,1,1082.31,1082.31,PayPal,Education
380,2024-07-26,Apple Watch Ultra,Wearables,Middle East,Saudi Arabia,Riyadh,Apple Dubai Mall,3,813.03,2439.09,Apple Pay,Education
381,2024-08-12,iPad Pro,Tablets,North America,Canada,Toronto,Apple Champs-Élysées,1,1142.9,1142.9,Bank Transfer,Consumer
382,2024-06-05,iPhone 15,Smartphone,Europe,Italy,Milan,Apple Pacific Centre,1,763.67,763.67,Debit Card,Education
383,2024-04-28,"MacBook Pro 14""",Computers,South America,Mexico,Mexico City,Apple Pacific Centre,2,1940.03,3880.05,Debit Card,Education
384,2024-07-17,Apple Watch Series 9,Wearables,North America,Canada,Toronto,Apple IFC Mall,1,390.07,390.07,Bank Transfer,Consumer
385,2024-12-25,"MacBook Pro 16""",Computers,South America,Brazil,São Paulo,Apple Fifth Avenue,1,2603.33,2603.33,PayPal,Consumer
386,2024-02-16,AirPods Max,Accessories,North America,Canada,Vancouver,Apple IFC Mall,1,521.98,521.98,PayPal,Consumer
387,2024-09-04,MacBook Air,Computers,North America,Canada,Vancouver,Apple Eaton Centre,2,1082.98,2165.97,Debit Card,Consumer
388,2024-02-15,"MacBook Pro 14""",Computers,Europe,Germany,Munich,Apple Michigan Avenue,1,1988.11,1988.11,PayPal,Consumer
389,2024-08-22,Apple Watch SE,Wearables,North America,USA,Chicago,Apple Union Square,3,242.58,727.73,Credit Card,Education
390,2024-03-08,iPhone 14,Smartphone,South America,Mexico,Guadalajara,Apple Eaton Centre,5,703.86,3519.3,Apple Pay,Consumer
391,2024-03-29,iPhone 15,Smartphone,Asia,Japan,Osaka,Apple Champs-Élysées,1,822.38,822.38,Apple Pay,Consumer
392,2024-12-19,iPhone 15 Pro,Smartphone,Asia,South Korea,Seoul,Apple Union Square,5,988.29,4941.45,Debit Card,Education
393,2024-12-17,"MacBook Pro 16""",Computers,North America,USA,New York,Apple Eaton Centre,5,2564.87,12824.34,Bank Transfer,Premium
394,2024-02-13,iPad Mini,Tablets,Middle East,Saudi Arabia,Jeddah,Apple Ginza,1,501.59,501.59,Apple Pay,Consumer
395,2024-08-03,Apple Watch Series 9,Wearables,South America,Mexico,Guadalajara,Apple Dubai Mall,2,382.86,765.71,Bank Transfer,Enterprise
396,2024-12-14,iPhone 14,Smartphone,South America,Brazil,São Paulo,Apple IFC Mall,4,674.8,2699.2,Apple Pay,Premium
397,2024-05-08,iPad Mini,Tablets,Middle East,UAE,Dubai,Apple Michigan Avenue,1,511.69,511.69,Apple Pay,Enterprise
398,2024-04-22,iPad Pro,Tablets,Asia,Japan,Osaka,Apple Fifth Avenue,2,1071.64,2143.27,PayPal,Consumer
399,2024-03-31,iPhone 15,Smartphone,South America,Brazil,Rio de Janeiro,Apple Fifth Avenue,1,832.42,832.42,PayPal,Enterprise
400,2024-09-22,Apple Watch Ultra,Wearables,Asia,China,Beijing,Apple Ginza,1,773.05,773.05,Debit Card,Education
401,2024-08-24,iPad Mini,Tablets,Middle East,Saudi Arabia,Riyadh,Apple Eaton Centre,1,495.38,495.38,PayPal,Premium
402,2024-04-18,Apple Watch SE,Wearables,Europe,Spain,Madrid,Apple Regent Street,3,258.68,776.05,Debit Card,Education
403,2024-04-18,AirPods Pro,Accessories,North America,Canada,Montreal,Apple Dubai Mall,1,252.39,252.39,Apple Pay,Education
